30859,1,PO_BlanketCreationAndApproval_005,8/19/2019 11:36:16 AM,0,Failed,8/19/2019 11:35:45 AM,basic.step,Scripts,,,,
"Page",Record ID,Playback Time (sec),Result,"Summary",Type,
"Initialize Total (sec)",,8842,Passed,"",basic.init,
"Launch Browser: InternetExplorer 11.615.17763.0",,8370,Passed,"",basic.step,
"Iteration Total (sec)",,21689,Failed,"",basic.iteration,
"Navigate http://riyoramgbm02.maaden.com:8050/",3,105,Passed,"",ft.action,
"Think: 0.047 (sec).",,88,Passed,"",basic.comment,
"Navigate http://riyoramgbm02.maaden.com:8050/",5,353,Passed,"",ft.action,
"WaitForPage http://riyoramgbm02.maaden.com:8050/",6,1189,Passed,"",web.pageComplete,
"Think: 5.521 (sec).",,5551,Passed,"",basic.comment,
"Click textBox(""@id='unamebean'"")",9,5328,Passed,"",ft.action,
"Think: 0.755 (sec).",,786,Passed,"",basic.comment,
"SetText textBox(""@id='unamebean'"") PEETHAMBARANS",10,59,Passed,"",ft.action,
"Think: 1.132 (sec).",,1174,Passed,"",basic.comment,
"PressTab textBox(""@id='unamebean'"")",11,120,Passed,"",ft.action,
"SetPassword textBox(""@id='pwdbean'"") ******",12,508,Passed,"",ft.action,
"PressEnter textBox(""@id='pwdbean'"")",13,55,Passed,"",ft.action,
"WaitForPage http://riyoramgbm02.maaden.com:8050/OA_HTML/OA.jsp?OAFunc=OAHOMEPAGE",14,4779,Passed,"",web.pageComplete,
"Frame (URL=http://riyoramgbm02.maaden.com:8050/OA_HTML/cabo/images/swan/t.htm)",,0,Passed,"",web.frame,
"Frame (URL=http://riyoramgbm02.maaden.com:8050/OA_HTML/blank.html)",,0,Passed,"",web.frame,
"Click link(""@text='MWSPC PURCHASING SUPERUSER'"")",,124,Passed,"",ft.action,
"Unexpected Failure",,0,Failed,"basic Caused by: IllegalMonitorStateException occured.",basic.step,
"Finish Total (sec)",,62,Passed,"",basic.finish,
